seed,best_val_accuracy,test_loss,accuracy
13,0.9063999772071838,0.3325596053898334,0.9048999774456025
37,0.9057999789714813,0.3176357102394104,0.9014999762177467
73,0.9037999773025512,0.31750482618808745,0.9039999759197235
