epoch,loss,accuracy
1,1.4835391573502983,0.49762323960452015
2,0.9061429231939181,0.6899207746478874
3,0.7460920055147627,0.7426936618039306
4,0.647497210704105,0.7779489436619719
5,0.6064974216508193,0.7930017608991811
