seed,train_silhouette_score,train_davies_bouldin_index,train_distance_ratio,train_samples,test_silhouette_score,test_davies_bouldin_index,test_distance_ratio,test_samples
13,0.1696118265390396,1.9678915690723997,1.2757586240768433,1000,0.10057976096868515,2.6245144528024698,1.0583477020263672,1000
37,0.1975860893726349,1.7798578321520768,1.3728348016738892,1000,0.13071635365486145,2.306375783495011,1.1741409301757812,1000
73,0.18714065849781036,1.8369396949137489,1.3216146230697632,1000,0.12118145823478699,2.452155919093619,1.141656517982483,1000
