0,1,2,3,4,5,6,7,8,9
401,4,7,1,1,1,1,3,28,3
10,365,2,0,0,1,0,3,6,63
9,3,367,7,22,9,15,8,9,1
1,1,11,351,17,39,12,11,5,2
9,2,20,17,346,22,4,27,2,1
3,3,17,65,29,302,3,24,2,2
1,0,12,10,2,1,421,1,2,0
7,0,6,8,34,18,0,368,3,6
17,8,3,1,3,2,0,4,402,10
13,64,1,2,0,0,0,2,9,359
