epoch,loss,accuracy
1,0.9256027124822139,0.6452999860048294
2,0.685879823565483,0.7422999793291092
3,0.6004694690555334,0.7774999806284905
4,0.507444061934948,0.8141999778151512
5,0.4367210251837969,0.8386999762058258
