seed,best_val_accuracy,test_loss,accuracy
13,0.8931999766826629,0.3151630449295044,0.8945999774336815
37,0.8895999747514725,0.3267148729413748,0.8880999773740769
73,0.8909999758005143,0.3429512589052319,0.889899976849556
