0,1,2,3,4,5,6,7,8,9
382,12,9,2,3,1,0,2,31,8
7,363,3,2,0,1,0,2,5,67
13,3,359,15,19,12,7,9,11,2
7,2,16,293,23,92,5,8,2,2
9,0,10,21,316,31,4,53,4,2
4,4,11,62,36,301,1,23,5,3
3,0,31,15,8,3,386,0,4,0
5,4,2,15,24,41,1,346,6,6
24,7,5,1,2,0,2,4,393,12
11,75,0,2,0,0,0,2,5,355
