seed,best_val_accuracy,test_loss,accuracy
13,0.8789999741315841,0.3463117065280676,0.8823999771475792
37,0.885399973988533,0.3745002554357052,0.8664999762177468
73,0.8761999762058258,0.3724998238682747,0.8702999740839005
