epoch,loss,accuracy
1,1.79773005213536,0.3779489435780216
2,1.3252378979199368,0.5549735913813953
3,1.2057167451146622,0.6171654932935473
4,0.9550923411275299,0.7197183101949557
5,0.9069024297133298,0.7490316906445463
