0,1,2,3,4,5,6,7,8,9
402,7,6,1,1,0,0,3,23,7
7,366,1,2,1,0,0,2,3,68
9,2,371,9,21,11,11,5,10,1
3,1,16,339,24,53,7,5,2,0
4,0,14,14,361,32,3,20,2,0
4,3,9,48,31,334,4,13,3,1
3,0,14,5,4,5,415,1,2,1
6,2,4,7,33,34,0,356,5,3
19,8,1,1,3,2,1,3,402,10
8,51,1,3,0,0,0,1,13,373
